date,Symbol,open,high,low,close,adj_close,volume
,,V,V,V,V,V,V
2020-08-31,V,215.5399932861328,215.9600067138672,211.55999755859375,211.99000549316406,204.53733825683594,9326900
2020-09-01,V,212.2100067138672,213.88999938964844,211.1199951171875,213.35000610351562,205.84957885742188,5642900
2020-09-02,V,214.1300048828125,217.35000610351562,213.77000427246094,216.47999572753906,208.8695068359375,9863800
2020-09-03,V,214.92999267578125,214.92999267578125,207.08999633789062,208.9600067138672,201.61387634277344,11310200
2020-09-04,V,208.49000549316406,210.5,200.14999389648438,204.66000366210938,197.4650421142578,13243600
2020-09-08,V,200.77999877929688,202.25,199.2100067138672,200.1199951171875,193.0846710205078,14186900
2020-09-09,V,204.35000610351562,206.2899932861328,201.9499969482422,204.05999755859375,196.88613891601562,7532600
2020-09-10,V,204.86000061035156,207.0,200.4499969482422,201.5399932861328,194.4547119140625,7243000
2020-09-11,V,201.5800018310547,202.41000366210938,198.91000366210938,200.67999267578125,193.62496948242188,7439000
2020-09-14,V,203.35000610351562,206.41000366210938,203.13999938964844,204.97999572753906,197.77381896972656,11730500
2020-09-15,V,206.75,208.2100067138672,204.77000427246094,205.38999938964844,198.1693572998047,6328600
2020-09-16,V,206.74000549316406,207.75,204.9499969482422,205.1300048828125,197.91851806640625,6135000
2020-09-17,V,202.85000610351562,205.5800018310547,202.0,205.27000427246094,198.0535888671875,7474900
2020-09-18,V,205.47000122070312,205.72000122070312,201.72000122070312,202.61000061035156,195.48709106445312,9084100
2020-09-21,V,199.91000366210938,201.25,194.6999969482422,197.4499969482422,190.50852966308594,9656000
2020-09-22,V,198.08999633789062,200.7100067138672,196.8000030517578,200.55999755859375,193.50914001464844,7543100
2020-09-23,V,200.8000030517578,201.08999633789062,194.57000732421875,195.3699951171875,188.50161743164062,6310600
2020-09-24,V,195.14999389648438,197.6699981689453,193.1300048828125,195.52000427246094,188.64639282226562,9865300
2020-09-25,V,195.02000427246094,198.13999938964844,193.50999450683594,197.25,190.3155517578125,5496100
2020-09-28,V,200.6300048828125,201.72000122070312,199.8300018310547,200.32000732421875,193.27761840820312,5565300
2020-09-29,V,200.5800018310547,202.3800048828125,199.3699951171875,199.44000244140625,192.4285430908203,5513500
2020-09-30,V,200.85000610351562,202.5399932861328,198.88999938964844,199.97000122070312,192.93992614746094,9157600
2020-10-01,V,202.2100067138672,205.1999969482422,201.63999938964844,203.35000610351562,196.20111083984375,7234600
2020-10-02,V,200.0,202.8300018310547,199.39999389648438,201.4600067138672,194.3775634765625,6019700
2020-10-05,V,202.7100067138672,203.64999389648438,201.0500030517578,203.5399932861328,196.3843994140625,6090500
2020-10-06,V,204.11000061035156,205.10000610351562,199.7100067138672,200.4499969482422,193.40304565429688,5841100
2020-10-07,V,202.0,202.7899932861328,199.99000549316406,202.47000122070312,195.35198974609375,6713400
2020-10-08,V,204.0,204.3000030517578,202.22999572753906,202.97999572753906,195.8440704345703,3955600
2020-10-09,V,204.0,207.0800018310547,203.67999267578125,206.63999938964844,199.3754425048828,5562900
2020-10-12,V,206.94000244140625,207.97000122070312,205.72999572753906,206.39999389648438,199.1438446044922,6622700
2020-10-13,V,203.3800048828125,205.2100067138672,203.02999877929688,204.32000732421875,197.13697814941406,5621700
2020-10-14,V,204.7100067138672,204.97000122070312,201.1300048828125,202.1999969482422,195.09153747558594,5320000
2020-10-15,V,201.00999450683594,204.6999969482422,197.60000610351562,199.5500030517578,192.53466796875,8885500
2020-10-16,V,199.99000549316406,202.64999389648438,199.41000366210938,200.25999450683594,193.21969604492188,6385900
2020-10-19,V,200.85000610351562,201.07000732421875,196.5,196.97000122070312,190.0453643798828,7449600
2020-10-20,V,197.5500030517578,199.66000366210938,196.7100067138672,197.6999969482422,190.74969482421875,7427000
2020-10-21,V,197.8300018310547,200.4199981689453,197.8300018310547,198.42999267578125,191.45404052734375,6067200
2020-10-22,V,199.33999633789062,199.77000427246094,195.75999450683594,197.99000549316406,191.029541015625,4908200
2020-10-23,V,199.75,199.8800048828125,196.02000427246094,198.00999450683594,191.048828125,5877200
2020-10-26,V,196.0,196.4199981689453,190.72000122070312,193.07000732421875,186.28250122070312,12608700
2020-10-27,V,193.0,193.6999969482422,189.22000122070312,190.05999755859375,183.37832641601562,8690400
2020-10-28,V,183.97999572753906,184.6999969482422,179.33999633789062,180.8699951171875,174.51138305664062,17809500
2020-10-29,V,183.0,187.0,179.33999633789062,184.8699951171875,178.3707733154297,16820900
2020-10-30,V,182.66000366210938,184.22000122070312,179.22999572753906,181.7100067138672,175.3218994140625,10252900
2020-11-02,V,184.50999450683594,186.9199981689453,183.88999938964844,184.74000549316406,178.24533081054688,8057100
2020-11-03,V,186.8300018310547,189.52999877929688,185.16000366210938,188.33999633789062,181.7187957763672,6467900
2020-11-04,V,192.88999938964844,196.8800048828125,191.52999877929688,193.97000122070312,187.15087890625,8102700
2020-11-05,V,198.36000061035156,200.99000549316406,197.2899932861328,197.63999938964844,190.6918487548828,7132100
2020-11-06,V,197.35000610351562,199.67999267578125,195.42999267578125,198.47000122070312,191.49269104003906,6180500
2020-11-09,V,214.69000244140625,217.64999389648438,212.27999877929688,212.67999267578125,205.2030792236328,17916900
2020-11-10,V,211.94000244140625,214.05999755859375,210.5500030517578,213.30999755859375,205.8109588623047,7943600
2020-11-11,V,212.1699981689453,214.27999877929688,211.6699981689453,212.6999969482422,205.22239685058594,5337200
2020-11-12,V,211.42999267578125,212.5399932861328,207.13999938964844,208.25999450683594,201.2412567138672,7302500
2020-11-13,V,209.91000366210938,211.27999877929688,207.3000030517578,210.47999572753906,203.3864288330078,6377500
2020-11-16,V,214.57000732421875,215.08999633789062,211.8300018310547,212.6999969482422,205.5316162109375,12083200
2020-11-17,V,210.55999755859375,212.08999633789062,209.5,210.7100067138672,203.6086883544922,7268800
2020-11-18,V,209.72000122070312,211.14999389648438,207.6699981689453,207.8300018310547,200.82571411132812,6977900
2020-11-19,V,207.24000549316406,208.72999572753906,205.52999877929688,207.57000732421875,200.5745086669922,5657200
2020-11-20,V,207.1300048828125,208.11000061035156,203.80999755859375,203.8800048828125,197.00888061523438,9653500
2020-11-23,V,204.6999969482422,209.0,204.6999969482422,208.16000366210938,201.14463806152344,6101900
2020-11-24,V,210.85000610351562,213.82000732421875,209.39999389648438,209.67999267578125,202.61338806152344,10110800
2020-11-25,V,209.6699981689453,211.9499969482422,208.8699951171875,210.88999938964844,203.78260803222656,6772900
2020-11-27,V,212.0,212.02999877929688,208.80999755859375,211.0,203.88888549804688,3512900
2020-11-30,V,209.5399932861328,210.5399932861328,206.60000610351562,210.35000610351562,203.26084899902344,7725500
2020-12-01,V,212.1300048828125,213.6699981689453,211.0399932861328,211.1999969482422,204.0821533203125,8047900
2020-12-02,V,211.0,211.39999389648438,208.47999572753906,210.17999267578125,203.09652709960938,9728900
2020-12-03,V,209.77999877929688,211.11000061035156,207.61000061035156,208.0500030517578,201.03831481933594,9203300
2020-12-04,V,209.74000549316406,212.72000122070312,208.50999450683594,212.67999267578125,205.51226806640625,5720100
2020-12-07,V,211.97000122070312,214.5,211.8000030517578,212.64999389648438,205.48326110839844,10624500
2020-12-08,V,209.9499969482422,213.1300048828125,209.88999938964844,212.77000427246094,205.59925842285156,8646200
2020-12-09,V,213.22999572753906,213.5,208.9499969482422,209.5800018310547,202.51675415039062,6251100
2020-12-10,V,208.50999450683594,209.3000030517578,207.25,207.61000061035156,200.61314392089844,10492000
2020-12-11,V,205.36000061035156,206.88999938964844,204.5,206.24000549316406,199.289306640625,9227600
2020-12-14,V,207.85000610351562,211.3000030517578,206.97000122070312,207.25,200.2652587890625,11967700
2020-12-15,V,208.5399932861328,209.44000244140625,206.16000366210938,208.36000061035156,201.33790588378906,9796100
2020-12-16,V,208.47999572753906,209.1300048828125,207.13999938964844,208.27000427246094,201.25091552734375,7504400
2020-12-17,V,209.0,211.77999877929688,208.85000610351562,211.17999267578125,204.06283569335938,6517200
2020-12-18,V,211.02000427246094,211.97999572753906,209.8699951171875,211.30999755859375,204.18844604492188,13298200
2020-12-21,V,208.27000427246094,209.8000030517578,204.7899932861328,209.00999450683594,201.96597290039062,7576700
2020-12-22,V,208.38999938964844,208.39999389648438,205.60000610351562,205.83999633789062,198.9027862548828,7396200
2020-12-23,V,207.3300018310547,207.3300018310547,205.11000061035156,205.3000030517578,198.3809814453125,6523100
2020-12-24,V,206.63999938964844,208.82000732421875,206.60000610351562,208.6999969482422,201.66641235351562,3367900
2020-12-28,V,209.85000610351562,213.4600067138672,208.9499969482422,212.6300048828125,205.46395874023438,5816200
2020-12-29,V,214.61000061035156,215.24000549316406,213.5399932861328,214.3699951171875,207.14529418945312,6093400
2020-12-30,V,216.0,220.38999938964844,215.64999389648438,218.36000061035156,211.0008544921875,8875100
2020-12-31,V,218.39999389648438,219.82000732421875,216.1999969482422,218.72999572753906,211.35838317871094,5922200
2021-01-04,V,220.25,220.25,214.24000549316406,217.75999450683594,210.42105102539062,10318300
2021-01-05,V,216.30999755859375,218.4600067138672,213.63999938964844,214.50999450683594,207.2805938720703,6869700
2021-01-06,V,213.8000030517578,216.1699981689453,212.07000732421875,212.6199951171875,205.4542999267578,7206200
2021-01-07,V,212.1999969482422,215.22000122070312,212.1999969482422,213.80999755859375,206.60421752929688,10967900
2021-01-08,V,214.1699981689453,216.1199951171875,212.75,215.4499969482422,208.1889190673828,6513000
2021-01-11,V,213.9600067138672,214.86000061035156,212.47999572753906,212.88999938964844,205.71517944335938,7353100
2021-01-12,V,212.33999633789062,212.7899932861328,207.47000122070312,208.86000061035156,201.821044921875,9331600
2021-01-13,V,209.41000366210938,211.0,208.6300048828125,209.35000610351562,202.29449462890625,6688500
2021-01-14,V,210.57000732421875,211.2100067138672,201.72999572753906,201.86000061035156,195.0569610595703,12887500
2021-01-15,V,201.5399932861328,203.25999450683594,200.42999267578125,201.58999633789062,194.7960205078125,8755000
2021-01-19,V,203.0500030517578,204.1699981689453,200.07000732421875,201.66000366210938,194.86367797851562,9772000
2021-01-20,V,203.02999877929688,207.19000244140625,202.22999572753906,206.00999450683594,199.0670623779297,12675700
2021-01-21,V,206.0500030517578,207.1699981689453,204.75,205.13999938964844,198.22637939453125,6513500
2021-01-22,V,203.99000549316406,205.3300018310547,201.8000030517578,202.02000427246094,195.2115478515625,7316200
2021-01-25,V,200.33999633789062,201.63999938964844,195.75,200.97999572753906,194.20660400390625,19282400
2021-01-26,V,201.75999450683594,203.49000549316406,200.97000122070312,202.00999450683594,195.201904296875,9605300
2021-01-27,V,197.63999938964844,199.6999969482422,193.9600067138672,194.97000122070312,188.39913940429688,13772400
2021-01-28,V,200.0,202.0,198.1699981689453,198.22000122070312,191.5396270751953,11041300
2021-01-29,V,197.82000732421875,203.0500030517578,192.80999755859375,193.25,186.7371063232422,21503000
2021-02-01,V,195.13999938964844,199.2100067138672,195.02000427246094,198.36000061035156,191.67483520507812,12970700
2021-02-02,V,200.85000610351562,204.35000610351562,200.0,202.61000061035156,195.78163146972656,11305100
2021-02-03,V,203.07000732421875,203.50999450683594,200.97999572753906,201.36000061035156,194.5737762451172,13458600
2021-02-04,V,203.24000549316406,209.67999267578125,203.10000610351562,209.25,202.19789123535156,14534800
2021-02-05,V,209.97999572753906,210.1300048828125,208.66000366210938,208.77000427246094,201.73403930664062,10284000
2021-02-08,V,210.0,210.64999389648438,205.91000366210938,206.88999938964844,199.9174041748047,8637100
2021-02-09,V,205.75999450683594,207.6300048828125,203.6999969482422,206.52000427246094,199.5598907470703,7619400
2021-02-10,V,207.97000122070312,207.97000122070312,205.94000244140625,206.44000244140625,199.48257446289062,8467600
2021-02-11,V,207.3300018310547,211.58999633789062,207.19000244140625,210.66000366210938,203.87635803222656,8411100
2021-02-12,V,209.36000061035156,211.1300048828125,207.67999267578125,209.9600067138672,203.19894409179688,6911000
2021-02-16,V,210.66000366210938,211.0500030517578,207.35000610351562,207.89999389648438,201.20523071289062,9652700
2021-02-17,V,205.25999450683594,208.27999877929688,205.05999755859375,207.50999450683594,200.8278350830078,8373200
2021-02-18,V,205.8800048828125,209.6999969482422,204.9600067138672,209.35000610351562,202.6085662841797,7328600
2021-02-19,V,209.33999633789062,209.52999877929688,203.75999450683594,204.72999572753906,198.13731384277344,15011500
2021-02-22,V,203.5500030517578,210.64999389648438,203.11000061035156,208.32000732421875,201.61170959472656,8337700
2021-02-23,V,207.39999389648438,213.91000366210938,206.5500030517578,212.11000061035156,205.27967834472656,10571700
2021-02-24,V,212.36000061035156,220.52999877929688,211.2899932861328,219.42999267578125,212.36398315429688,12039000
2021-02-25,V,219.2899932861328,220.4499969482422,212.5800018310547,213.75,206.8668670654297,11404300
2021-02-26,V,214.0500030517578,215.2100067138672,210.74000549316406,212.38999938964844,205.55068969726562,11730000
2021-03-01,V,214.97000122070312,217.8000030517578,214.7899932861328,216.6300048828125,209.6541290283203,6982000
2021-03-02,V,216.9600067138672,217.92999267578125,214.82000732421875,215.77000427246094,208.82183837890625,6155200
2021-03-03,V,215.14999389648438,217.19000244140625,212.86000061035156,214.85000610351562,207.93150329589844,6484600
2021-03-04,V,215.97000122070312,217.02000427246094,208.6699981689453,211.5,204.68934631347656,10658900
2021-03-05,V,213.72999572753906,216.10000610351562,209.6300048828125,215.41000366210938,208.4734344482422,7582000
2021-03-08,V,216.97999572753906,226.1300048828125,215.80999755859375,220.27000427246094,213.17694091796875,14750400
2021-03-09,V,222.05999755859375,225.0,220.19000244140625,220.36000061035156,213.26405334472656,9228600
2021-03-10,V,220.72000122070312,224.19000244140625,219.39999389648438,223.1699981689453,215.9835205078125,7822900
2021-03-11,V,224.52999877929688,228.22999572753906,223.80999755859375,226.14999389648438,218.8675537109375,10053400
2021-03-12,V,225.27999877929688,226.5399932861328,223.4199981689453,224.36000061035156,217.1352081298828,8172400
2021-03-15,V,224.22999572753906,227.08999633789062,221.74000549316406,223.27000427246094,216.080322265625,9306100
2021-03-16,V,223.7100067138672,225.5800018310547,222.3000030517578,224.6999969482422,217.46424865722656,8949300
2021-03-17,V,225.0500030517578,226.24000549316406,221.75999450683594,223.02000427246094,215.83839416503906,8675600
2021-03-18,V,221.42999267578125,222.52000427246094,219.5800018310547,220.66000366210938,213.55441284179688,9321800
2021-03-19,V,219.1199951171875,220.1699981689453,206.8800048828125,206.89999389648438,200.23748779296875,32209700
2021-03-22,V,206.5500030517578,212.2899932861328,206.22999572753906,208.0,201.30203247070312,11371600
2021-03-23,V,209.0500030517578,209.9600067138672,207.5,208.14999389648438,201.4471893310547,8820700
2021-03-24,V,208.75,211.13999938964844,207.92999267578125,208.07000732421875,201.3698272705078,10101600
2021-03-25,V,207.6699981689453,208.82000732421875,205.77999877929688,207.97000122070312,201.2729949951172,8390800
2021-03-26,V,208.25,213.6999969482422,207.6999969482422,213.52999877929688,206.65396118164062,7399900
